id of repetition;elapsed wall clock time[s];CPU-time (system)[s];CPU-time (user)[s];percentage CPU;maximum resident set size[Kilobytes];file system inputs;file system outputs;command exit code;command
46;5.36;0.25;7.14;138%;18852;209248;210768;0;./7z_bzip2_decomp.sh tmp/46_sample_vid.mp4.bz2 tmp
47;4.97;0.22;7.08;146%;18940;209248;210768;0;./7z_bzip2_decomp.sh tmp/47_sample_vid.mp4.bz2 tmp
48;5.75;0.23;7.52;134%;18972;209248;210768;0;./7z_bzip2_decomp.sh tmp/48_sample_vid.mp4.bz2 tmp
49;5.52;0.21;7.30;136%;18888;209248;210768;0;./7z_bzip2_decomp.sh tmp/49_sample_vid.mp4.bz2 tmp
50;5.59;0.24;7.36;135%;18516;209248;210768;0;./7z_bzip2_decomp.sh tmp/50_sample_vid.mp4.bz2 tmp
51;5.34;0.24;7.53;145%;18768;209248;210768;0;./7z_bzip2_decomp.sh tmp/51_sample_vid.mp4.bz2 tmp
52;5.23;0.23;7.24;142%;19208;209248;210768;0;./7z_bzip2_decomp.sh tmp/52_sample_vid.mp4.bz2 tmp
53;5.28;0.19;7.06;137%;18784;209248;210768;0;./7z_bzip2_decomp.sh tmp/53_sample_vid.mp4.bz2 tmp
54;5.03;0.20;7.27;148%;18792;209248;210768;0;./7z_bzip2_decomp.sh tmp/54_sample_vid.mp4.bz2 tmp
55;4.97;0.24;7.09;147%;18984;209248;210768;0;./7z_bzip2_decomp.sh tmp/55_sample_vid.mp4.bz2 tmp
56;5.53;0.23;7.39;137%;18708;209248;210768;0;./7z_bzip2_decomp.sh tmp/56_sample_vid.mp4.bz2 tmp
57;5.62;0.22;7.28;133%;18916;209248;210768;0;./7z_bzip2_decomp.sh tmp/57_sample_vid.mp4.bz2 tmp
58;5.29;0.24;7.05;137%;18740;209248;210768;0;./7z_bzip2_decomp.sh tmp/58_sample_vid.mp4.bz2 tmp
59;5.10;0.20;7.16;144%;18696;209248;210768;0;./7z_bzip2_decomp.sh tmp/59_sample_vid.mp4.bz2 tmp
60;5.15;0.22;7.32;146%;18920;209248;210768;0;./7z_bzip2_decomp.sh tmp/60_sample_vid.mp4.bz2 tmp
61;5.55;0.21;7.43;137%;18988;209248;210768;0;./7z_bzip2_decomp.sh tmp/61_sample_vid.mp4.bz2 tmp
62;4.03;0.20;7.68;195%;18820;209248;210768;0;./7z_bzip2_decomp.sh tmp/62_sample_vid.mp4.bz2 tmp
63;5.66;0.22;7.33;133%;18504;209248;210768;0;./7z_bzip2_decomp.sh tmp/63_sample_vid.mp4.bz2 tmp
64;5.50;0.21;7.25;135%;18496;209248;210768;0;./7z_bzip2_decomp.sh tmp/64_sample_vid.mp4.bz2 tmp
65;5.17;0.23;7.24;144%;18684;209248;210768;0;./7z_bzip2_decomp.sh tmp/65_sample_vid.mp4.bz2 tmp
66;5.75;0.26;7.37;132%;18424;209248;210768;0;./7z_bzip2_decomp.sh tmp/66_sample_vid.mp4.bz2 tmp
67;5.01;0.22;7.31;150%;18516;209248;210768;0;./7z_bzip2_decomp.sh tmp/67_sample_vid.mp4.bz2 tmp
68;5.88;0.23;7.25;127%;18824;209248;210768;0;./7z_bzip2_decomp.sh tmp/68_sample_vid.mp4.bz2 tmp
69;5.09;0.19;7.33;147%;18924;209248;210768;0;./7z_bzip2_decomp.sh tmp/69_sample_vid.mp4.bz2 tmp
