id of repetition;elapsed wall clock time[s];CPU-time (system)[s];CPU-time (user)[s];percentage CPU;maximum resident set size[Kilobytes];file system inputs;file system outputs;command exit code;command
48;3.76;0.20;7.01;191%;18928;193280;195712;0;./7z_bzip2_decomp.sh tmp/48_sample_image-data.bz2 tmp
49;5.14;0.20;6.94;139%;18676;193280;195712;0;./7z_bzip2_decomp.sh tmp/49_sample_image-data.bz2 tmp
50;5.34;0.21;6.74;130%;18620;193280;195712;0;./7z_bzip2_decomp.sh tmp/50_sample_image-data.bz2 tmp
51;4.04;0.19;6.91;175%;18800;193280;195712;0;./7z_bzip2_decomp.sh tmp/51_sample_image-data.bz2 tmp
52;3.74;0.18;6.91;189%;18840;192248;195712;0;./7z_bzip2_decomp.sh tmp/52_sample_image-data.bz2 tmp
53;3.71;0.18;6.68;185%;18888;193280;195712;0;./7z_bzip2_decomp.sh tmp/53_sample_image-data.bz2 tmp
54;4.83;0.19;6.92;147%;18664;193280;195712;0;./7z_bzip2_decomp.sh tmp/54_sample_image-data.bz2 tmp
55;5.08;0.22;6.68;135%;18872;193280;195712;0;./7z_bzip2_decomp.sh tmp/55_sample_image-data.bz2 tmp
56;4.07;0.20;6.78;171%;18948;193280;195712;0;./7z_bzip2_decomp.sh tmp/56_sample_image-data.bz2 tmp
57;3.73;0.22;6.51;180%;18824;193280;195712;0;./7z_bzip2_decomp.sh tmp/57_sample_image-data.bz2 tmp
58;3.73;0.24;6.56;182%;18928;193280;195712;0;./7z_bzip2_decomp.sh tmp/58_sample_image-data.bz2 tmp
59;4.43;0.26;7.00;163%;18988;193280;195712;0;./7z_bzip2_decomp.sh tmp/59_sample_image-data.bz2 tmp
60;5.94;0.21;7.07;122%;18904;193280;195712;0;./7z_bzip2_decomp.sh tmp/60_sample_image-data.bz2 tmp
61;3.87;0.16;7.02;185%;18716;193280;195712;0;./7z_bzip2_decomp.sh tmp/61_sample_image-data.bz2 tmp
62;4.23;0.19;7.99;193%;18956;193280;195712;0;./7z_bzip2_decomp.sh tmp/62_sample_image-data.bz2 tmp
63;3.75;0.22;6.44;177%;18540;193280;195712;0;./7z_bzip2_decomp.sh tmp/63_sample_image-data.bz2 tmp
64;3.80;0.19;6.71;181%;18908;193280;195712;0;./7z_bzip2_decomp.sh tmp/64_sample_image-data.bz2 tmp
65;5.81;0.19;6.53;115%;18660;193280;195712;0;./7z_bzip2_decomp.sh tmp/65_sample_image-data.bz2 tmp
66;4.14;0.19;6.71;166%;18840;193280;195712;0;./7z_bzip2_decomp.sh tmp/66_sample_image-data.bz2 tmp
67;4.20;0.22;6.70;164%;18976;193280;195712;0;./7z_bzip2_decomp.sh tmp/67_sample_image-data.bz2 tmp
68;3.77;0.22;6.65;182%;18824;193280;195712;0;./7z_bzip2_decomp.sh tmp/68_sample_image-data.bz2 tmp
69;4.37;0.20;6.46;152%;18880;193280;195712;0;./7z_bzip2_decomp.sh tmp/69_sample_image-data.bz2 tmp
